location_from_input_from_input,profileUrl_from_input,linkedinProfile_from_input,location_from_input,profileUrl,linkedinProfile,name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,industryCode,verifiedPage,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,sluggedUrl,companyUrl,phone
Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/georginarife,https://www.linkedin.com/in/georginarife/,Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/georginarife,https://www.linkedin.com/in/georginarife/,Apartool,https://media.licdn.com/dms/image/v2/D4D0BAQGU1apTcajeCw/company-logo_200_200/company-logo_200_200/0/1708339018024/apartool_logo?e=1733356800&v=beta&t=Scyx15O3A3cGUCS9OVsU0oUE8zqP6d3kzgI4sGxDG18,https://media.licdn.com/dms/image/v2/D4D1BAQGaO2PdwuExNw/company-background_10000/company-background_10000/0/1708348643792/apartool_cover?e=1725706800&v=beta&t=kT9UAh9qLRdI46oixMIYIgUkGzInvEGFPrskbq68D-g,"We believe that housing should not limit how, where and when business is done: our mission is to create a global corporate accommodation brand that is indispensable to companies and desired by relocated employees.

We aim to set new standards in temporary accommodation, comfort and convenience for corporate agencies, relocated personnel and business travelers: no matter the destination or the continent they travel to, our Apartool Homes will always offer the same booking process, through the same unique technology, with the same services and the same payment and cancellation policies. It’s as simple as that.

That’s why we have created a new, modern mode of housing, making it easy to live well, reliably, safely, comfortably and even stylishly, anywhere, anytime.",We simplify corporate accommodation: we help people feel at home wherever they need to travel for work. ,6201,https://www.apartool.com,https://apartool.com,Barcelona,"Passatge de Pagès, 6 , Barcelona, 08013, ES",30,,Travel Arrangements,51-200 employees,"Barcelona, Cataluña / Catalunya",2015,"Intermediación, Calidad de servicio, Distribución Online, B2B, B2B2C, Apartool, Reserva, Long-stay, Business Travel, Longstay Provider, Accommodation, Serviced Apartments Provider, Apartool Homes, Corporate Travel, Business, and Relocation",10298139,10298139,https://www.linkedin.com/sales/company/10298139/,77,Apartool,https://www.linkedin.com/company/10298139/,2024-08-31T10:35:04.009Z,https://www.linkedin.com/company/apartool/,https://www.linkedin.com/company/apartool/,+34933158763
Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/josep-muixi-1b86a61,https://www.linkedin.com/in/josep-muixi-1b86a61/,Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/josep-muixi-1b86a61,https://www.linkedin.com/in/josep-muixi-1b86a61/,Zurich Insurance,https://media.licdn.com/dms/image/v2/D4E0BAQHAnKFB3xoVLw/company-logo_200_200/company-logo_200_200/0/1719817296589/zurich_insurance_company_ltd_logo?e=1733356800&v=beta&t=Kwc8MP9NDVZ6z57cJOt76K0ihPTOP_nn6Daooz2b2vs,https://media.licdn.com/dms/image/v2/D4E1BAQFO-4727OJdtA/company-background_10000/company-background_10000/0/1719270426845/zurich_insurance_company_ltd_cover?e=1725706800&v=beta&t=EOJKdW2GYg2ZCqvkrAfA0CTIRp0e8Vgw50uTVfWXBrQ,"Zurich is a leading multi-line insurer that serves its customers in global and local markets.

With about 60,000 employees, it provides a wide range of property and casualty, and life insurance products and services in more than 210 countries and territories. Zurich’s customers include individuals, small businesses, and mid-sized and large companies, as well as multinational corporations. The Group is headquartered in Zurich, Switzerland, where it was founded in 1872.

ONE TEAM, ONE PURPOSE

We are Zurich, one global company, with one mission, one ambition, one set of shared values and a clear commitment to our stakeholders: our customers, our people, our shareholders, and the communities in which we live and work.

To find out more, follow us on Twitter: @Zurich, like us on Facebook: Zurich, subscribe on YouTube: Zurich Insurance Group, follow us on Instagram: zurichinsurance or visit our website: www.zurich.com

You can find Zurich's community guidelines on
 https://www.zurich.com/social-media ",Let’s create a brighter future together. ,888000,http://www.zurich.com/social-media,zurich.com/social-media,Zurich,"Mythenquai 2, Zurich, 8002, CH",42,"August 15, 2023",Insurance,"10,001+ employees","Zurich, Zurich",,"insurance, Life insurance, Casual and Property Insurance, and Investment Management",2458,"2458,2459,11822034",https://www.linkedin.com/sales/company/2458/,41902,Zurich Insurance,https://www.linkedin.com/company/2458/,2024-08-31T10:35:19.784Z,https://www.linkedin.com/company/zurich-insurance-company-ltd/,https://www.linkedin.com/company/zurich-insurance-company-ltd/,
Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/marcarulla,https://www.linkedin.com/in/marcarulla/,Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/marcarulla,https://www.linkedin.com/in/marcarulla/,Talengo,https://media.licdn.com/dms/image/v2/D4E0BAQEZ7RGU-HAi9g/company-logo_200_200/company-logo_200_200/0/1711542346822/talengo_logo?e=1733356800&v=beta&t=GEgU-TaEWseL4C21BOvAFtUhX9kFYMH3GOCm5K2PUVY,https://media.licdn.com/dms/image/v2/D4D1BAQHagKLuMmzLbA/company-background_10000/company-background_10000/0/1711539960530/talengo_cover?e=1725706800&v=beta&t=6d4biprbN_HGZ5WFB18iPiTut9nn8gDBAVx2sIVHK4g,"We are an independent firm of leadership experts. Since 1994, we have been advising leading companies on business leadership along the entire talent lifecycle: 

• Helping them find the best talent for their strategy, culture and context.
• Supporting them in identifying and minimizing organizational risks, while allowing them to make better people decisions.
• Accelerating the achievement of their strategic objectives by maximising their talent with holistic leadership transformation solutions, new work methodologies and change management in the business arena. 

With 3 decades of experience advising businesses of all sizes, we understand company dynamics and corporate structures, from large public corporations in Europe and America, to high growth medium-size companies, financial institutions, private equity funds, family businesses and non-profit organizations. 

Our clients in Colombia and Mexico are companies with operations in multiple Latin-American countries, as well as large family businesses investing in other markets in their region.","It's about you, it's about leaders",20103,http://www.talengo.com,talengo.com,Madrid,"Paseo de la Castellana, Madrid, 28046, ES",11,,Business Consulting and Services,11-50 employees,"Madrid, España",1994,"Búsqueda de Directivos, Consultoría y Desarrollo, Desarrollo Directivo, Board Practice, Diversidad, Consejo de administración, and Headhunter",2522625,2522625,https://www.linkedin.com/sales/company/2522625/,75,Talengo,https://www.linkedin.com/company/2522625/,2024-08-31T10:35:32.345Z,https://www.linkedin.com/company/talengo/,https://www.linkedin.com/company/talengo/,
Barcelona,https://www.linkedin.com/in/eduard-santos-80b775,https://www.linkedin.com/in/eduard-santos-80b775/,Barcelona,https://www.linkedin.com/in/eduard-santos-80b775,https://www.linkedin.com/in/eduard-santos-80b775/,Rocket Software,https://media.licdn.com/dms/image/v2/D4E0BAQGX1UlSsTe8uA/company-logo_200_200/company-logo_200_200/0/1666879844897/rocket_software_logo?e=1733356800&v=beta&t=5si8WZ_NSskj9MYmzwtLt94Gg6EX_bB4THz85Z18Meg,https://media.licdn.com/dms/image/v2/D561BAQHbpDpvJVV72Q/company-background_10000/company-background_10000/0/1666369281768/rocket_software_cover?e=1725706800&v=beta&t=LthaYVKav6UsJGDioHV2J1GkaPTR3tDvl94cTAvAR04,"Rocket Software is the global technology leader and partner of choice empowering the world's leading businesses on their modernization journeys, spanning core systems to the cloud. Trusted by over 12,500 customers, 750 partners, and more than 3,000 employees around the world, Rocket Software empowers companies to maximize their data, applications, and infrastructure to deliver critical services that power our modern world. Rocket Software is a privately held U.S. corporation headquartered in the Boston area with centers of excellence strategically located throughout North America, Europe, Asia, and Australia. Rocket Software is a portfolio company of Bain Capital Private Equity.",,57166,http://www.rocketsoftware.com/,rocketsoftware.com,Waltham,"77 Fourth Avenue, Waltham, 02451, US",96,"August 15, 2023",IT Services and IT Consulting,"1,001-5,000 employees","Waltham, MA",,"Storage, Networks and Compliance, Application Modernization, Archive & Backup Management, Supply Chain Integration (EDI & Managed File Transfer), BI & Analytics, Terminal Emulation, AS/400, IBM Mainframe, IBM i, and MultiValue Database",10127,"10127,162546,86852272",https://www.linkedin.com/sales/company/10127/,3733,Rocket Software,https://www.linkedin.com/company/10127/,2024-08-31T10:35:46.021Z,https://www.linkedin.com/company/rocket-software/,https://www.linkedin.com/company/rocket-software/,
Barcelona,https://www.linkedin.com/in/miquelrodrigo,https://www.linkedin.com/in/miquelrodrigo/,Barcelona,https://www.linkedin.com/in/miquelrodrigo,https://www.linkedin.com/in/miquelrodrigo/,Claranet Spain,https://media.licdn.com/dms/image/v2/C4E0BAQF1TTdGhq96rg/company-logo_200_200/company-logo_200_200/0/1639152309967/claranet_s_a_u__logo?e=1733356800&v=beta&t=g_4P-xyf5LYcrf1-d2URkWPe7oqOjvLrZ4TC2gNX_do,https://media.licdn.com/dms/image/v2/D4D1BAQF5ccWrdlsboQ/company-background_10000/company-background_10000/0/1689592443635/claranet_s_a_u__cover?e=1725706800&v=beta&t=VuJPdSrUg2VMzkKiS17cLV2xfp6Zzu6V6zov3ccuVTc,"Founded in 1996, Claranet is one of Europe's leading managed IT services providers. We offer businesses hosting, networks and communications services. 

- Over 6,500 business customers
- Operations in eight countries
- Over 2,000 staff in 24 offices
- 43 data centres
- Positioned in Gartner Magic Quadrant 2013, 2014, 2015, 2016, 2017, and 2018.",Claranet are experts in modernising and running critical applications and infrastructure 24x7.,4005,https://www.claranet.es/,https://claranet.es,Hospitalet de Llobregat,"Carrer de Montserrat Roig, 38, Hospitalet de Llobregat, Barcelona 08908, ES",96,,IT Services and IT Consulting,"1,001-5,000 employees","Hospitalet de Llobregat, Barcelona",1996,"Cloud hosting, Amazon Web Services, DevOps, Cloud Desktop, Disaster Recovery, Aceleración Web y Protección DoS, Virtual Data Center, Data center Barcelona, Cloud público, Cloud privado, Cloud híbrido, Consultoría, Redes VPN, Backup en la nube, Google Cloud Platform, Microsoft Azure, Security Testing, Ethical Hacking Training, and Ciberseguridad",746345,746345,https://www.linkedin.com/sales/company/746345/,68,Claranet Spain,https://www.linkedin.com/company/746345/,2024-08-31T10:35:58.030Z,https://www.linkedin.com/company/claranet-s-a-u-/,https://www.linkedin.com/company/claranet-s-a-u-/,934452650
"Catalonia, Spain",https://www.linkedin.com/in/gustavoperezpiferrer,https://www.linkedin.com/in/gustavoperezpiferrer/,"Catalonia, Spain",https://www.linkedin.com/in/gustavoperezpiferrer,https://www.linkedin.com/in/gustavoperezpiferrer/,"TAIGUA -TERRASSA CICLE DE L'AIGUA, EPEL",https://media.licdn.com/dms/image/v2/D4D0BAQE70D3CGZlqoA/company-logo_200_200/company-logo_200_200/0/1706803292689/taigua_logo?e=1733356800&v=beta&t=so6XQDmzS05FGqKyLBV83-yey4PKfHLtbiN5QzZtMRE,https://media.licdn.com/dms/image/v2/D4D1BAQFAHkl3nHMMtQ/company-background_10000/company-background_10000/0/1709903602434/taigua_cover?e=1725706800&v=beta&t=QXgKNrVgId_0rvJE89_ZxuWaNBI8QEzToDemXeovbas,"TAIGUA, TERRASSA CICLE DE L'AIGUA, EPEL, es la entidad pública empresarial local (EPEL), 100% municipal, que tiene como objetivo la gestión directa del agua en la ciudad de Terrassa,",L'aigua de tots i totes,421,http://taigua.cat,taigua.cat,Terrassa,"Terrassa,  08221, ES",59,,Utilities,51-200 employees,,2018,,72860531,72860531,https://www.linkedin.com/sales/company/72860531/,37,"TAIGUA -TERRASSA CICLE DE L'AIGUA, EPEL",https://www.linkedin.com/company/72860531/,2024-08-31T10:36:11.671Z,https://www.linkedin.com/company/taigua/,https://www.linkedin.com/company/taigua/,937362820
,,,Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/ramoncosta,https://www.linkedin.com/in/ramoncosta/,MICProductivity,https://media.licdn.com/dms/image/v2/C4D0BAQEiMcieWM4kXg/company-logo_200_200/company-logo_200_200/0/1631312333729?e=1733356800&v=beta&t=Ce6wGmPNo91w5Zwx_VaCZf3YvvxlXnst1nfPSazyuRA,https://media.licdn.com/dms/image/v2/C4E1BAQHdsRpuQKCrDw/company-background_10000/company-background_10000/0/1640025052806/micproductivity_cover?e=1725760800&v=beta&t=1wfP2XO2Gcj8PGR92E0a769MLyKFoNYZqVAaMISsPdc,"Our vision is to be a Reference Partner in the Transformation of the Way of Working of Organizations and their Professionals with the aim of Improving their Efficiency and Agility through the Adoption and Change Management (ACM) and Exploitation of iProductivity Technologies in Organizational Evolution Processes, either by incorporating new tools or by making the most of existing ones.

Our main services are grouped into:
- Technology adoption and change management activities
- Knowledge transfer activities",Transforming the way organizations and professionals work through technological adoption and change management,86,http://www.micproductivity.com,micproductivity.com,Barcelona,"Barcelona,   ES",96,,IT Services and IT Consulting,2-10 employees,,2014,"Adopción y Gestión del Cambio, Tecnologías de la iProductividad, FlexWork, El nuevo mundo del trabajo, Office365, Microsoft365, Microsoft Teams, OneDrive, PowerBI, and Planner",9233262,9233262,https://www.linkedin.com/sales/company/9233262/,3,MICProductivity,https://www.linkedin.com/company/9233262/,2024-09-01T01:24:36.763Z,https://www.linkedin.com/company/micproductivity/,https://www.linkedin.com/company/micproductivity/,
,,,Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/fiorellacoello-ceo-director-general,https://www.linkedin.com/in/fiorellacoello-ceo-director-general/,Bonafortuna Patrimonial,https://media.licdn.com/dms/image/v2/D4D0BAQH8RIcWv07Y5Q/company-logo_200_200/company-logo_200_200/0/1713446776139?e=1733356800&v=beta&t=vVrq3Ng84EtDkHU4J58E8wo1n1fohhGXwak4p-jvifo,https://media.licdn.com/dms/image/v2/D4D1BAQGKSVh6RzioRw/company-background_10000/company-background_10000/0/1713447447125/bonafortuna_patrimonial_cover?e=1725760800&v=beta&t=OozivssvCjjpId8jNzP2jGRYt4ebvr8zy4kK6sSRp6w,"Bonafortuna Patrimonial es una empresa especializada en la Gestión de Activos inmobiliarios y Estrategia de Inversión. 

Somos especialistas en operaciones inmobiliarias complejas que requieren un acompañamiento técnico y fiscal avanzados como nuda propiedad, NPLs, e inmuebles en procesos de Subasta. 

Ayudamos a nuestros clientes a crecer patrimonialmente a través de estrategias de inversión de alto rendimiento. 

La inversión en activos inmobiliarios requiere un enfoque detallista y de  máxima atención en todos los procesos, ya que de ello depende la obtención de una buena rentabilidad. 

Lo que más valoran nuestros clientes es nuestra capacidad de resolver de manera eficiente los retos que pueden surgir en cada operación inmobiliaria. 

Ofrecemos soluciones inmobiliarias rentables y de largo recorrido con el objetivo de asegurar la inversión y el retorno. ",Servicios inmobiliarios especializados en Gestión Patrimonial y Estrategia de Inversión Inmobiliaria.,4,www.bonafortuna.es,bonafortuna.es,Barcelona,"Carrer de Rosa Leveroni, 12, Barcelona, Catalonia 08960, ES",44,,Real Estate,2-10 employees,"Barcelona, Catalonia",2023,"Gestión Patrimonial Inmobiliaria, Inversiones Inmobiliarias, Estrategia de Inversión, NPL, Nuda Propiedad, Comercialización de Carteras, and Inmuebles en Rentabilidad",102448517,102448517,https://www.linkedin.com/sales/company/102448517/,1,Bonafortuna Patrimonial,https://www.linkedin.com/company/102448517/,2024-09-01T01:24:48.939Z,https://www.linkedin.com/company/bonafortuna/,https://www.linkedin.com/company/bonafortuna/,
,,,Barcelona,https://www.linkedin.com/in/xavierllobera,https://www.linkedin.com/in/xavierllobera/,HP,https://media.licdn.com/dms/image/v2/D560BAQFnbsxkkHSLSw/company-logo_200_200/company-logo_200_200/0/1719847190455/hp_logo?e=1733356800&v=beta&t=r1Z8m_tITxlyYAL3Bc19dSlXGZSCNLwUxebNru41Y0U,https://media.licdn.com/dms/image/v2/D561BAQFLtO234pMrlg/company-background_10000/company-background_10000/0/1713963815640/hp_cover?e=1725760800&v=beta&t=4QkW9h-WulZMyODJTIs733jOn4o2OqNgxXO6Gh8prlA,"Our vision is to create a world where innovation drives extraordinary contributions to humanity. This vision guides everything we do, how we do it, and why we do it. 

Our technology – a product and service portfolio of personal systems, printers, and 3D printing solutions – was created to inspire our vision and we are doing everything in our power across climate action, human rights, and digital equity to make it so.

We believe thoughtful ideas can come from anyone, anywhere, at any time. And all it takes is one to change the world.
",,5141584,http://www.hp.com,hp.com,Palo Alto,"1501 Page Mill Road, Palo Alto, 94304, US",96,"August 15, 2023",IT Services and IT Consulting,"10,001+ employees","Palo Alto, CA",,,5390798,5390798,https://www.linkedin.com/sales/company/5390798/,125052,HP,https://www.linkedin.com/company/5390798/,2024-09-01T01:25:03.351Z,https://www.linkedin.com/company/hp/,https://www.linkedin.com/company/hp/,
,,,Barcelona,https://www.linkedin.com/in/jcruizlopez,https://www.linkedin.com/in/jcruizlopez/,Amazon Web Services (AWS),https://media.licdn.com/dms/image/v2/C560BAQER_QnUTXrPJw/company-logo_200_200/company-logo_200_200/0/1670264051233/amazon_web_services_logo?e=1733356800&v=beta&t=Cp3bEmPQA2sZlmF7VJK0O1eiR21KHa_4GLVfEsQC3d8,https://media.licdn.com/dms/image/v2/D4E1BAQEmLtxoOnG-cA/company-background_10000/company-background_10000/0/1672505075174/amazon_web_services_cover?e=1725760800&v=beta&t=fMPdOoE17iexe_n7mtLsuo5s_2Acq5TXyWAfvYYozhM,"Launched in 2006, Amazon Web Services (AWS) began exposing key infrastructure services to businesses in the form of web services -- now widely known as cloud computing. The ultimate benefit of cloud computing, and AWS, is the ability to leverage a new business model and turn capital infrastructure expenses into variable costs. Businesses no longer need to plan and procure servers and other IT resources weeks or months in advance. Using AWS, businesses can take advantage of Amazon's expertise and economies of scale to access resources when their business needs them, delivering results faster and at a lower cost.

Today, Amazon Web Services provides a highly reliable, scalable, low-cost infrastructure platform in the cloud that powers hundreds of thousands of businesses in 190 countries around the world. With data center locations in the U.S., Europe, Singapore, and Japan, customers across all industries are taking advantage of our low cost, elastic, open and flexible, secure platform.",Official Global LinkedIn page for Amazon Web Services (AWS).,9529291,http://aws.amazon.com,aws.amazon.com,Seattle,"410 Terry Ave N, Seattle, 98019, US",96,"March 1, 2023",IT Services and IT Consulting,"10,001+ employees","Seattle, WA",2006,,2382910,2382910,https://www.linkedin.com/sales/company/2382910/,130124,Amazon Web Services (AWS),https://www.linkedin.com/company/2382910/,2024-09-01T01:25:17.133Z,https://www.linkedin.com/company/amazon-web-services/,https://www.linkedin.com/company/amazon-web-services/,
,,,Barcelona,https://www.linkedin.com/in/albertpolo,https://www.linkedin.com/in/albertpolo/,Xtrategics,https://media.licdn.com/dms/image/v2/C4E0BAQG2kNPYcQd4bg/company-logo_200_200/company-logo_200_200/0/1651471851696/xtrategics_logo?e=1733356800&v=beta&t=O8eWb-QnPApDdYuQtXbkr892tfBYuphKq48hN5zRZ7o,https://media.licdn.com/dms/image/v2/C4E1BAQFCvxmn151fFA/company-background_10000/company-background_10000/0/1651471866811/xtrategics_cover?e=1725760800&v=beta&t=05xTp3ILxadFMjFdkFKRXJmaCK2HrquNGZfCTRMZ7_A,"Ayudamos a las empresas a detectar y implantar nuevas oportunidades de negocio en el entorno digital, Internet.

Desde el equipo de profesionales de Xtrategics, con amplio conocimiento y experiencia en el entorno digital, analizamos el mercado, y diseñamos un plan digital coherent con el potencial de este, las oportunidades existentes y las capacidades de nuestros clientes.

Xtrategics, tambien dispone de los professionales, soluciones y servicios necesarios para ejecutar las acciones digitales necessarias  para implantar y consolidar su negocio en Internet.",Diseñamos soluciones creativas que impulsan negocios y te acompañamos en la transformación digital de tu empresa.,696,https://www.xtrategics.com,https://xtrategics.com,El Palau d'Anglesola,"Calle de la coma, 2, El Palau d'Anglesola, Lleida 25243, ES | ES | Calles Balmes 30, Barcelona, Barcelona 08007, ES",96,,IT Services and IT Consulting,11-50 employees,"El Palau d'Anglesola, Lleida",2012,"Estrategia digital, Social Media, Publicidad digital, Proyectos Web, Marketing Online, Comunicación digital, Consultoria, Google, Transformacion digital, eCommerce, Amazon Ads, Facebook, Instagram, Tik Tok, and Social selling",2704830,2704830,https://www.linkedin.com/sales/company/2704830/,11,Xtrategics,https://www.linkedin.com/company/2704830/,2024-09-01T01:25:29.934Z,https://www.linkedin.com/company/xtrategics/,https://www.linkedin.com/company/xtrategics/,+34 973 107 312
,,,Barcelona,https://www.linkedin.com/in/javier-zapata-victori-7ab6b4,https://www.linkedin.com/in/javier-zapata-victori-7ab6b4/,Quirónsalud,https://media.licdn.com/dms/image/v2/D4D0BAQHDyNe4wJcNpA/company-logo_200_200/company-logo_200_200/0/1697786582787/quironsalud_logo?e=1733356800&v=beta&t=fpsHnDSo5UBztiF3gyyrW0HY1h4fDg0OnyrJhZrREFE,https://media.licdn.com/dms/image/v2/D4D1BAQH8ctmfEUdyDQ/company-background_10000/company-background_10000/0/1723114409521/quironsalud_cover?e=1725760800&v=beta&t=5Xd7xB7O3OZpFO-oOIJ_8pdVoxiAdEYx1LOuC9uRuPE,"Quirónsalud es el grupo de salud líder en España y, junto con su matriz Fresenius-Helios, también en Europa. Además de su actividad en España, Quirónsalud está también presente en Latinoamérica. Conjuntamente, cuenta con más de 50.000 profesionales en más de 180 centros sanitarios, entre los que se encuentran 59 hospitales con más de 8.000 camas hospitalarias. Dispone de la tecnología más avanzada y de un gran equipo de profesionales altamente especializado y de prestigio internacional. Entre sus centros, se encuentran el Hospital Universitario Fundación Jiménez Díaz, Centro Médico Teknon, Ruber Internacional, Hospital Universitario Quirónsalud Madrid, Hospital Quirónsalud Barcelona, Hospital Universitario Dexeus, Policlínica Gipuzkoa, Hospital Universitari General de Catalunya, Hospital Quirónsalud Sagrado Corazón, etc.   

El Grupo trabaja en la promoción de la docencia (diez de sus hospitales son universitarios) y la investigación médico-científica (cuenta con el Instituto de Investigación Sanitaria de la FJD, acreditado por el Ministerio de Ciencia e Innovación).  

Asimismo, su servicio asistencial está organizado en unidades y redes transversales que permiten optimizar la experiencia acumulada en los distintos centros y la traslación clínica de sus investigaciones. Actualmente, Quirónsalud está desarrollando multitud de proyectos de investigación en toda España y muchos de sus centros realizan en este ámbito una labor puntera, siendo pioneros en diferentes especialidades como oncología, cardiología, endocrinología, ginecología y neurología, entre otras.  ",La salud persona a persona,264817,http://www.quironsalud.es/,quironsalud.es,Madrid,"Calle de Zurbarán, 28, Madrid, Comunidad de Madrid 28010, ES",124,"June 15, 2023",Wellness and Fitness Services,"10,001+ employees","Madrid, Comunidad de Madrid",,"Oncología, Reproducción Asistida, Oftalmología, Cirugía Plástica, Estética y Reparadora, Cardiología, Ginecología y Obstetricia, Cirugía Ortopédica y Trautamología, Pediatría y Neonatología, Chequeos, Neurocirugía, and Urología",10417087,10417087,https://www.linkedin.com/sales/company/10417087/,9224,Quirónsalud,https://www.linkedin.com/company/10417087/,2024-09-01T01:25:42.031Z,https://www.linkedin.com/company/quironsalud/,https://www.linkedin.com/company/quironsalud/,
,,,Barcelona,https://www.linkedin.com/in/joseluis-montes,https://www.linkedin.com/in/joseluis-montes/,The IT Sales Institute,https://media.licdn.com/dms/image/v2/C4E0BAQHgbjKfpOIaKA/company-logo_200_200/company-logo_200_200/0/1630576197156?e=1733356800&v=beta&t=sp5asg0Wwb4bly6e3N_gHVD-JU4ie0T918j8d3m-qMU,https://media.licdn.com/dms/image/v2/C4E1BAQErKJyMikVwYQ/company-background_10000/company-background_10000/0/1584195995034/the_it_sales_institute_cover?e=1725760800&v=beta&t=5innbOMOHzISLeT5I4QUE5SjQ5YAD4aAlyke_ByFaR8,"Desarrollo de talento de negocio en tecnología: programas de formación, búsqueda y selección de profesionales comerciales y técnicos.
Los mejores y más completos programas de aprendizaje de ventas para segmentos de alto valor de TI
Conozca las formas más avanzadas de desarrollo empresarial en TI, a través del mejor sistema, recursos, metodología y contenido probados. Elija la más poderosa solución VILT combinada en línea + presencial adaptada a sus necesidades, con un avanzado campus en línea, talleres y programas presenciales, sesiones individuales de coaching, y herramientas y material de apoyo especializado.","Los mejores programas formativos en ventas avanzadas, y búsqueda de talento comercial y técnico para Sector Tecnológico",265,https://www.theitsalesinstitute.com/,https://theitsalesinstitute.com,,,105,,Professional Training and Coaching,11-50 employees,,,Sales in B2B Technology markets and search and selection,35616019,35616019,https://www.linkedin.com/sales/company/35616019/,2,The IT Sales Institute,https://www.linkedin.com/company/35616019/,2024-09-01T01:25:55.023Z,https://www.linkedin.com/company/the-it-sales-institute/,https://www.linkedin.com/company/the-it-sales-institute/,
,,,Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/xaviermoreno,https://www.linkedin.com/in/xaviermoreno/,Ricoh España,https://media.licdn.com/dms/image/v2/D4D0BAQGVIISM3Xsirg/company-logo_200_200/company-logo_200_200/0/1719825175230/ricoh_espana_slu_logo?e=1733356800&v=beta&t=gB5bblrSGo-uUKwke9Gr6j-nUOlYtdghEUZMobC57g8,https://media.licdn.com/dms/image/v2/D4D1BAQHtKfG4moZcbA/company-background_10000/company-background_10000/0/1714587755450/ricoh_espana_slu_cover?e=1725760800&v=beta&t=5svIer98kgR6PfaDlrtriQZWYet45C86pLvmr1vGcKQ,"Ricoh es una empresa global de tecnología que ha estado transformando el modo en que la gente trabaja desde hace más de 80 años. Bajo el lema – imagine. change.- Ricoh continúa empoderando a las compañías y a las personas con servicios y tecnologías que inspiran la innovación, mejoran la sostenibilidad e impulsan la productividad y el crecimiento del negocio. Estamos comprometidos con las necesidades del cliente con un enfoque basado en el conocimiento del negocio a través de tres ofertas estratégicas bajo el paraguas de Transformación Digital: Digital Workplace, Digital Services y Marketing Services. Abordamos las dos dimensiones del negocio desde el punto de vista del Employee Experience y Customer Experience. 
Con Digital Workplace afrontamos el gran reto de las empresas con un proyecto de gestión del cambio y acompañamiento en la Transformación Digital que incrementa su productividad hasta en diez veces, y que incluye la renovación de la infraestructura TI con equipos multifuncionales inteligentes. Se trata de una nueva forma de trabajar basada en diferentes componentes que las organizaciones ponen a disposición de sus empleados para mejorar tanto su experiencia como la del cliente final.
Digital Services comprende una serie de servicios que van desde el diseño de la hoja de ruta de la digitalización mediante un plan realista y exhaustivo, hasta su implantación con el consiguiente despliegue de las tecnologías mediante un Oficina de Transformación Digital.
Ricoh Marketing Services ofrece soluciones que buscan la personalización, relevancia en impacto y sobretodo, la optimización de costes/inversión en el ámbito de marketing. En función de los retos y de las necesidades de cada proyecto y de cada cliente, y mediante plataformas y tecnologías innovadoras, somos expertos en conectar el off con el on. 
Otras áreas de negocio van desde soluciones de impresión de producción a sistemas de comunicaciones visuales, cámaras digitales o sistemas industriales.",Más de 87 años mejorando el entorno de trabajo de las personas a través de tecnologías y servicios digitales innovadores,75000,http://www.ricoh.es,ricoh.es,Sant Cugat del Vallés,"Avda Vía Augusta, 71, Sant Cugat del Vallés, 08174, ES",96,"June 15, 2023",IT Services and IT Consulting,"1,001-5,000 employees","Sant Cugat del Vallés, Barcelona",1936,"IT Infraestructure Services, Managed Document Servies, Applications Services, Production Printing Services, Business Process Services, Transformación digital, Marketing Services, eCommerce, and Digital Workplace",690447,"690447,269515",https://www.linkedin.com/sales/company/690447/,1808,Ricoh España,https://www.linkedin.com/company/690447/,2024-09-01T01:26:08.131Z,https://www.linkedin.com/company/ricoh-espana-slu/,https://www.linkedin.com/company/ricoh-espana-slu/,900 747 631
